TaxonID	TaxonRank	ScientificName	Author	SpeciesID	SpeciesScientificName	SpeciesAuthor	VernacularFI	AlternativeFI	VernacularEN
MX.53248		Platichthys	Girard, 1854	MX.53249	Platichthys flesus sensu lato	(Linnaeus, 1758)	kampela		
MX.53248		Platichthys		MX.5009930	Platichthys flesus 	(Linnaeus, 1758)	euroopankampela		
MX.53248		Platichthys		MX.5008086	Platichthys solemdali 	Momigliano, Denys, Jokinen & Merilä, 2018	itämerenkampela		
MX.53250		Pleuronectes	Linnaeus, 1758	MX.53251	Pleuronectes platessa 	Linnaeus, 1758	punakampela		
		Reinhardtius	Gill, 1861		Reinhardtius hippoglossoides 	(Walbaum, 1792)	grönlanninpallas	sinipallas	
MX.5086683	heimo 	Poecilopsettidae							
		Poecilopsetta	Günther, 1880		Poecilopsetta beanii 	(Goode, 1881)	täpläpyrstökampelainen		
MX.5086684	heimo 	Soleidae							
		Bathysolea	Roule, 1916		Bathysolea profundicola 	(Vaillant, 1888)	runatäpläantura		
		Buglossidium	Chabanaud, 1930		Buglossidium luteum 	(Risso, 1810)	anturainen		
		Dagetichthys	Stauch & Blanc, 1964		Dagetichthys lusitanicus	(Brito Capello, 1868)	portugalinantura		
		Dicologlossa	Chabanaud, 1927		Dicologlossa cuneata 	(Moreau, 1881	kiila-antura		
		Microchirus			Microchirus azevia 	(de Brito Capello, 1867)	ruosteantura		
		Microchirus			Microchirus boscanion 	(Chabanaud, 1926)	viirueväantura		
		Microchirus	Bonaparte, 1833		Microchirus hexophthalmus 	(Bennett, 1831)	kuusitäpläantura		
		Microchirus			Microchirus ocellatus 	(Linnaeus, 1758)	rengasantura	nelisilmäantura	
		Microchirus			Microchirus variegatus 	(Donovan, 1808)	paksuselkäantura		
		Monochirus	Rafinesque, 1814		Monochirus hispidus 	Rafinesque, 1814	pianoantura		
		Pegusa	Günther, 1862		Pegusa impar 	(Bennett, 1831)	ruskotäpläantura		
		Pegusa			Pegusa lascaris 	(Bleeker, 1863)	hieta-antura		
		Solea	Quensel, 1806		Solea aegyptiaca 	Chabanaud, 1927	egyptinantura		
		Solea			Solea senegalensis 	Kaup, 1858	senegalinanturantura		
		Solea			Solea solea 	(Linnaeus, 1758)	meriantura		
		Synapturichthys	Chabanaud, 1927		Synapturichthys kleinii 	(Risso, 1827)	laikkuantura		
MX.5086685	heimo 	Cynoglossidae							
		Cynoglossus	Hamilton, 1822		Cynoglossus sinusarabici	(Chabanaud, 1931)	arabiankielikampela		
		Symphurus	Rafinesque, 1810		Symphurus insularis 	Munroe Brito & Hernández, 2000	marmorikielikampela		
		Symphurus			Symphurus nigrescens 	Rafinesque, 1810	kirjokielikampela		
		Symphurus			Symphurus reticulatus 	Munroe, 1990	verkkokilelikampela		
MX.5086693	heimo 	Xiphiidae							
		Xiphias	Linnaeus, 1758		Xiphias gladius 	Linnaeus, 1758	miekkakala		
MX.5086694	heimo 	Istiophoridae							
		Istiophorus	Lacepède, 1801		Istiophorus platypterus 	(Shaw, 1792)	purjekala		
		Makaira	Lacepède, 1802		Makaira nigricans 	Lacépède, 1802	sinimarliini		
		Kajikia	Hirasaka & Nakamura, 1947		Kajikia albida 	(Poey, 1860)	valkomarliini		
		Tetrapturus	Rafinesque, 1810		Tetrapturus belone 	Rafinesque, 1810	marliini		
		Tetrapturus			Tetrapturus georgii 	Lowe, 1841	vaeltajamarliini		
		Tetrapturus			Tetrapturus pfluegeri 	Robins & de Sylva, 1963	purjemarliini		
MX.5086696	heimo 	Carangidae							
		Alectis	Rafinesque, 1815		Alectis alexandrinus 	(Geoffroy Saint–Hilaire, 1817)	afrikanrihmapompano		
		Alepes	Swainson, 1839		Alepes djedaba 	(Forsskål, 1775)	katkapiikkimakrilli	katkatrevalli	
		Campogramma	Regan, 1903		Campogramma glaycos 	(Lacépède, 1801)	aaltopompano		
		Caranx	Lacepède, 1801		Caranx crysos 	(Mitchill, 1815)	sinipiikkimakrilli	turkoospiikkimakrillii	
		Caranx			Caranx fischeri 	Smith–Vaniz & Carpenter, 2007	sirppipiikkimakrilli		
		Caranx			Caranx hippos 	(Linnaeus, 1766)	hevospiikkimakrilli		
		Caranx			Caranx lugubris 	Poey, 1860	mustapiikkimakrilli		
		Caranx			Caranx rhonchus 	Geoffroy Saint–Hilaire, 1817	täpläeväpiikkimakrilli		
		Decapterus	Bleeker, 1851		Decapterus macarellus 	(Cuvier, 1833)	punapyrstöpiikkimakrilli		
		Decapterus			Decapterus punctatus 	(Cuvier, 1829)	pilkkupiikkimakrilli		
		Elagatis	Bennett, 1840		Elagatis bipinnulata 	(Quoy & Gaimard, 1825)	sateenkaariharppoja		
		Lichia	Cuvier, 1816		Lichia amia 	(Linnaeus, 1758)	ahmattipiikkimakrilli	amiapompano	
		Naucrates	Rafinesque, 1810		Naucrates ductor 	(Linnaeus, 1758)	luotsikala		
		Pseudocaranx	Bleeker, 1863		Pseudocaranx dentex 	(Bloch & Schneider, 1801)	sinitrevalli		
		Selene	Lacepède, 1802		Selene dorsalis 	(Gill, 1863)	afrikanmurjottaja		
		Seriola	Cuvier, 1816		Seriola carpenteri 	Mather, 1971	viirupiikkimakrilli		
		Seriola			Seriola dumerili 	(Risso, 1810)	isopiikkimakrilli		
		Seriola			Seriola fasciata 	(Bloch, 1793)	pinkkipiikkimakrilli		
		Seriola			Seriola hippos 	Günther, 1876	australianpiikkimakrilli		
		Seriola			Seriola rivoliana 	Valenciennes, 1833	riuttapiikkimakrilli		
		Trachinotus	Lacepède, 1801		Trachinotus ovatus 	(Linnaeus, 1758)	nuijapompano		
		Trachurus	Rafinesque, 1810		Trachurus mediterraneus 	(Steindachner, 1868)	välimerenpiikkimakrilli	hevospiikkimakrilli	
		Trachurus			Trachurus picturatus 	(Bowdich, 1825)	sinipiikkimakrilli		
		Trachurus			Trachurus trachurus 	(Linnaeus, 1758)	piikkimakrilli		
MX.5086697	heimo 	Echeneidae							
		Echeneis	Linnaeus, 1758		Echeneis naucrates 	Linnaeus, 1758	isoremora		
		Remora	Gill, 1862		Remora australis 	(Bennett, 1840)	valasremora		
		Remora			Remora brachyptera 	(Love, 1839)	tummaremora		
		Remora			Remora osteochir 	(Cuvier, 1829)	marliiniremora		
		Remora			Remora remora 	(Linnaeus, 1758)	remora		
MX.5086698	heimo 	Rachycentridae							
		Rachycentron	Rachycentron Kaup, 1826		Rachycentron canadum 	(Linnaeus, 1766)	okamakrilli	oka-ahven	
MX.5086699	heimo 	Coryphaenidae							
		Coryphaena	Linnaeus, 1758		Coryphaena hippurus 	Linnaeus, 1758	dolfiini		
		Coryphaena			Coryphaena equiselis 	Linnaeus, 1758	pikkudolfiini		
MX.5086707	heimo	Cichlidae							
		Australoheros	Rícan & Kullander, 2006		Australoheros facetus 	(Jenyns, 1842)	kalterikirjoahven		
		Hemichromis	Peters, 1857		Hemichromis fasciatus 	Peters, 1857	laikkutimanttiahven		
		Hemichromis			Hemichromis guttatus 	Günther, 1862	rusotimanttiahven		
		Amatitlania	Schmitter-Soto, 2007		Amatitlania nigrofasciata 	(Günther, 1867)	seeprakirjoahven		
		Heterotilapia	Pellegrin, 1904		Herotilapia multispinosa 	(Günther, 1867	sateenkaariahven		
		Oreochromis	Günther, 1889		Oreochromis aureus	(Steindachner, 1864)	kultatilapia		
		Oreochromis			Oreochromis niloticus 	(Linnaeus, 1758)	niilintilapia		
		Rocio	Schmitter-Soto, 2007		Rocio octofasciata	(Regan, 1903)	helmikirjoahven		Jack Dempsey
MX.5086713	heimo 	Pomacentridae							
		Chromis	Cuvier, 1814		Chromis chromis 	(Linnaeus, 1758)	ruskoneitokala		
		Chromis			Chromis limbata 	(Valenciennes, 1833)	pronssineitokala		
		Similiparma	Hensley, 1986		Similiparma lurida 	(Cuvier, 1830)	kanariankoralliahven		
		Abudefduf	Fabricius, 1775		Abudefduf vaigiensis 	(Quoy & Gaimard, 1825)	korallikersanttikala		
		Abudefduf			Abudefduf saxatilis 	(Linnaeus, 1758)	ylikersanttikala		
MX.5086715	heimo 	Atherinidae							
		Atherina	 Linnaeus, 1758		Atherina boyeri 	Risso, 1810	suomuhopeakylki		
		Atherina			Atherina hepsetus 	Linnaeus, 1758	isohopeakylki		
		Atherina			Atherina presbyter 	Cuvier, 1829	hopeakylki		
		Atherinomorus	Fowler, 1903		Atherinomorus lacunosus 	(Forster, 1801)	viherhopeakylki		
MX.5087327	heimo 	Atherinopsidae							
		Odontesthes	Evermann & Kendall, 1906		Odontesthes bonariensis 	(Valenciennes, 1835)	kuningashopeakylki		
MX.5086731	heimo 	Fundulidae							
MX.5084364		Fundulus	Lacepède, 1803	MX.5084365	Fundulus heteroclitus 	(Linnaeus, 1766)	siniraitakilli		
MX.5086739	heimo 	Aphaniidae							
		Aphanius	Nardo, 1827		Aphanius almiriensis 	Kottelat Barbieri & Stoumboudi, 2007	kreikankillinen		
		Aphanius			Aphanius fasciatus 	(Valenciennes, 1821)	seeprakillinen		
		Aphanius			Aphanius iberus 	(Valenciennes, 1846)	turkoosikillinen		
		Apricaphanius	Freyhof & Yo?urtçuo?lu, 2020		Apricaphanius baeticus 	Doadrio Carmona & Fernández–Delgado, 2002	sevillankillinen		
MX.5086736	heimo 	Poeciliidae							
MX.5084373		Gambusia	Poey, 1854	MX.5084374	Gambusia affinis 	(Baird et Girard, 1853)	moskiittokala		
MX.5084373		Gambusia		MX.5084375	Gambusia holbrooki 	Girard, 1859	marmorimoskiittokala		
		Poecilia	Bloch & Schneider, 1801		Poecilia reticulata 	Peters, 1860	miljoonakala		
		Poecilia			Poecilia sphenops 	Valenciennes, 1846	molli		
		Xiphophorus	Heckel, 1848		Xiphophorus helleri 	Heckel, 1848	miekkapyrstö		
MX.5086740	heimo 	Valenciidae							
		Valencia	Myers, 1928		Valencia hispanica 	(Valenciennes, 1846)	espanjankilli		
		Valencia			Valencia letourneuxi 	(Sauvage, 1880)	korfunkilli		
MX.5086742	heimo 	Scomberesocidae							
		Cololabis	Gill, 1896		Cololabis saira 	(Breevort, 1856)	saira		
		Scomberesox	Lacepède, 1803		Scomberesox saurus 	(Walbaum, 1792)	makrillihauki		
		Scomberesox			Scomberesox simulans 	(Hubbs & Wisner, 1980)	pikkumakrillihauki		
MX.53311	heimo 	Belonidae							
MX.53331		Belone	Cuvier, 1816	MX.53192	Belone belone 	(Linnaeus, 1761)	nokkakala		
MX.53331		Belone			Belone svetovidovi 	Collette & Parin, 1970	atlantinnokkakala		
		Tylosurus	Cocco, 1833		Tylosurus acus 	(Lacépède, 1803)	sininokkakala		
		Tylosurus			Tylosurus choram 	(Rüppell, 1837)	riuttanokkakala		
MX.5086743	heimo 	Hemiramphidae							
		Hemiramphus	Cuvier, 1816		Hemiramphus balao 	Lesueur, 1821	balao		
		Hemiramphus			Hemiramphus far 	(Forsskål, 1775)	täplänokkakala		
		Hyporhamphus	Hyporhamphus Gill, 1859		Hyporhamphus affinis	(Günther, 1866)	neonnokkakala		
		Hyporhamphus			Hyporhamphus picarti 	(Valenciennes, 1847)	afrikannokkakala		
MX.5086745	heimo 	Exocoetidae							
		Cheilopogon	Lowe, 1841		Cheilopogon heterurus 	(Rafinesque, 1810)	atlantinliitokala		
		Cheilopogon			Cheilopogon pinnatibarbatus 	(Bennett, 1831)	juovaliitokala		
		Exocoetus	Linnaeus, 1758		Exocoetus obtusirostris 	Günther, 1866	saumaliitokala		
		Exocoetus			Exocoetus volitans 	Linnaeus, 1758	liitokala		
		Hirundichthys	Breder, 1928		Hirundichthys rondeletii 	(Valenciennes, 1847)	sysisiipikala		
		Hirundichthys			Hirundichthys speculiger 	(Valenciennes, 1847)	peilisiipikala		
		Parexocoetus	Bleeker, 1865		Parexocoetus mento 	(Valenciennes, 1847)	afrikanliitokala		
MX.5086746	heimo 	Adrianichthyidae							
		Oryzias	Jordan & Snyder, 1906		Oryzias sinensis 	Chen Uwa & Chu, 1989	kiinanmedaka		
MX.53226	heimo 	Mugilidae							
MX.53318		Chelon	Artedi, 1793	MX.53228	Chelon labrosus 	(Risso, 1827)	paksuhuulikeltti		Thicklip grey mullet
MX.53318		Chelon			Chelon auratus	(Risso, 1810)	kultakeltti		Golden grey mullet
MX.53318		Chelon		MX.53282	Chelon ramada 	(Risso, 1810)	ohuthuulikeltti		Thinlip grey mullet
MX.53318		Chelon			Chelon saliens 	(Risso, 1810)	hyppijäkeltti		Leaping mullet
		Planiliza	Whitley, 1945		Planliza carinata	(Valenciennes, 1836)	kölikeltti		
		Planiliza			Planiliza haematocheilus 	(Temminck & Schlegel, 1845)	punahuulikeltti		
		Mugil	Linnaeus, 1758		Mugil capurrii 	(Perugia, 1892)	soukkapääkeltti		
		Mugil			Mugil cephalus 	Linnaeus, 1758	juovakeltti		
		Oedalechilus	 Fowler, 1903		Oedalechilus labeo 	(Cuvier, 1829)	pikkukeltti		
MX.5086748	heimo 	Gobiesocidae							
		Apletodon	Briggs, 1955		Apletodon dentatus 	(Facciolà, 1887)	lattaimuri		
		Apletodon			Apletodon incognitus 	Hofrichter & Patzner, 1997	rokkotäpläimuri		
		Apletodon			Apletodon pellegrini 	(Chabanaud, 1925)	purppuraimuri		
		Diplecogaster	Fraser-Brunner, 1938		Diplecogaster bimaculata 	(Bonnaterre, 1788)	kaksitäpläimuri		
		Diplecogaster			Diplecogaster ctenocrypta 	Briggs, 1955	syvänneimuri		
WARNING ei kala Putkilokasvit: 		Gouania	Nardo, 1833		Gouania willdenowi 	(Risso, 1810)	töppöimuri		
		Lepadogaster	Goüan, 1770		Lepadogaster candolii 	Risso, 1810	koruimuri		
		Lepadogaster			Lepadogaster lepadogaster 	(Bonnaterre, 1788)	rantaimuri		
		Lepadogaster			Lepadogaster purpurea 	(Bonnaterre, 1788)	silmätäpläimuri		
		Opeatogenys	Briggs, 1955		Opeatogenys cadenati 	Briggs, 1957	lehväimuri		
		Opeatogenys			Opeatogenys gracilis 	(Canestrini, 1864)	siroimuri		
MX.5086749	heimo 	Tripterygiidae							
		Tripterygion	Risso, 1827		Tripterygion delaisi 	Cadenat & Blache, 1970	kultaluikertaja		
		Tripterygion			Tripterygion melanurus 	Guichenot, 1850	tuliluikertaja		
		Tripterygion			Tripterygion tartessicum 	Carreras–Carbonell Pascual & Macpherson, 2007	marmoriluikertaja		
		Tripterygion			Tripterygion tripteronotus 	(Risso, 1810)	rubiiniluikertaja	mustapääluikertaja	
MX.5086750	heimo 	Labrisomidae							
		Labrisomus	Swainson, 1839		Labrisomus nuchipinnis 	(Quoy & Gaimard, 1824)	seepratupsukas	karvatupsukas	
MX.5086751	heimo 	Clinidae							
		Clinitrachus	Swainson, 1839		Clinitrachus argentatus 	(Risso, 1810)	kirjoklini		
MX.5086754	heimo 	Blenniidae							
		Aidablennius	Whitley, 1947		Aidablennius sphynx 	(Valenciennes, 1836)	neonviiruluikero	oliiviluikero	
		Blennius	Linnaeus, 1758		Blennius ocellaris 	Linnaeus, 1758	purjeluikero		
		Coryphoblennius	Norman, 1944		Coryphoblennius galerita 	(Linnaeus, 1758)	helmiluikero		
		Hypleurochilus	Gill, 1861		Hypleurochilus bananensis 	(Poll, 1959)	kirjovyöluikero		
		Hypleurochilus			Hypleurochilus fissicornis 	(Quoy & Gaimard, 1824)	täpläkylkiluikero		
		Microlipophrys	Almada et al., 2005		Microlipophrys adriaticus 	(Steindachner & Kolombatovic, 1883)	valkovatsaluikero		
		Microlipophrys			Microlipophrys canevae 	(Vinciguerra, 1880)	verkkoluikero		
		Microlipophrys			Microlipophrys dalmatinus 	(Steindachner & Kolombatovic, 1883)	valkoviiruluikero		
		Microlipophrys			Microlipophrys nigriceps 	(Vinciguerra, 1883)	tuliluikero		
		Lipophrys	Gill, 1896		Lipophrys pholis 	(Linnaeus, 1758)	luikero		
		Lipophrys			Lipophrys trigloides 	(Valenciennes, 1836)	torkkuluikero		
		Ophioblennius	Gill, 1860		Ophioblennius atlanticus 	(Valenciennes, 1836)	punahuuliluikero		
		Parablennius	Miranda Ribeiro, 1915		Parablennius gattorugine 	(Linnaeus, 1758)	isoluikero		
		Parablennius			Parablennius incognitus 	(Bath, 1968	hämyluikero		
		Parablennius			Parablennius parvicornis 	(Valenciennes, 1836)	lammikkoluikero		
		Parablennius			Parablennius pilicornis 	(Cuvier, 1829)	sokkeloluikero		
		Parablennius			Parablennius rouxi 	(Cocco, 1833)	juovaluikero		
		Parablennius			Parablennius ruber 	(Valenciennes, 1836)	rubiiniluikero		
		Parablennius			Parablennius sanguinolentus 	(Pallas, 1814)	mosaiikkiluikero	harmaaluikero	
		Parablennius			Parablennius tentacularis 	(Brünnich, 1768)	sarviluikero		
		Parablennius			Parablennius zvonimiri 	(Kolombatovic, 1892)	valkopilkkuluikero	ruskoluikero	
		Petroscirtes	Rüppell, 1830		Petroscirtes ancylodon 	Rüppell, 1835	arabianluikero		
		Salaria	Fossskål, 1775		Salaria basilisca 	(Valenciennes, 1836)	seepraluikero		
		Salaria			Salaria economidisi 	Kottelat, 2004	kreikanluikero		
		Salaria			Salaria fluviatilis 	(Asso, 1801)	jokiluikero		
		Salaria			Salaria pavo 	(Risso, 1810)	riikinkukkoluikero		
		Scartella	Jordan, 1886		Scartella cristata 	(Linnaeus, 1758)	molliluikero		
		Spaniblennius	Bath & Wirtz, 1989		Spaniblennius riodourensis 	(Metzelaar, 1919)	valkoharjaluikero		
MX.53280	heimo 	Moronidae							
MX.53222		Dicentrarchus	Gill, 1860	MX.53223	Dicentrarchus labrax 	(Linnaeus, 1758)	meribassi		
MX.53222		Dicentrarchus			Dicentrarchus punctatus 	(Bloch, 1792)	täpläbassi		
MX.5086828	heimo 	Callanthiidae							
		Callanthias	Lowe, 1839		Callanthias ruber 	(Rafinesque, 1810)	kaijasiroahven		
MX.5086829	heimo 	Priacanthidae							
		Heteropriacanthus	Fitch & Crooke, 1984		Heteropriacanthus cruentatus 	(Lacépède, 1801)	lasisilmä		
		Priacanthus	Oken, 1817		Priacanthus arenatus 	Cuvier, 1829	suurisilmä		
		Priacanthus			Priacanthus hamrur 	(Forsskål, 1775)	sirppisuurisilmä		
MX.5086830	heimo 	Sillaginidae							
		Sillago	Cuvier, 1816		Sillago sihama 	(Forsskål, 1775)	hopeavihiahven		silver sillago
MX.5086834	heimo 	Lutjanidae							
		Lutjanus	Bloch, 1790		Lutjanus argentimaculatus 	(Forsskål, 1775)	mangrovenapsija		
MX.5086836	heimo 	Haemulidae							
		Parapristipoma	Bleeker, 1873		Parapristipoma humile 	(Bowdich, 1825)	kultapyrstömurisija		guinean grunt
		Parapristipoma			Parapristipoma octolineatum 	(Valenciennes, 1833)	nelijuovamurisija		
		Plectorhinchus	Lacepède, 1801		Plectorhinchus mediterraneus 	(Guichenot, 1850)	kumihuulimurisija		
		Pomadasys	Lacepède, 1802		Pomadasys incisus 	(Bowdich, 1825)	keltaevämurisija		
		Pomadasys			Pomadasys stridens 	(Forsskål, 1775)	kolmijuovamurisija		striped piggy
MX.5086837	heimo 	Sparidae							
		Boops	Cuvier, 1814		Boops boops 	(Linnaeus, 1758)	boga		
		Centracanthus	Rafinesque, 1810		Centracanthus cirrus 	Rafinesque, 1810	rusopikarelli		Curled picarel
		Crenidens	Valenciennes, 1830		Crenidens crenidens 	(Forsskål, 1775)	lovihammasahven		
		Dentex	Cuvier, 1814		Dentex angolensis 	Poll & Maul, 1953	angolanhammasahven		
		Dentex			Dentex canariensis 	Steindachner, 1881	kanarianhammasahven		
		Dentex			Dentex dentex 	(Linnaeus, 1758)	hammasahven		
		Dentex			Dentex gibbosus 	(Rafinesque, 1810)	pattihammasahven		
		Dentex			Dentex macrophthalmus 	(Bloch, 1791)	isosilmähammasahven		
		Dentex			Dentex maroccanus 	Valenciennes, 1830	marokonhammasahven		
		Diplodus	Rafinesque, 1810		Diplodus annularis 	Linnaeus, 1758)	rengassargi		
		Diplodus			Diplodus bellottii 	(Steindachner, 1882)	pyrstötäpläsargi		Senegal seabream
		Diplodus			Diplodus cervinus 	(Lowe, 1838)	seeprasargi		
		Diplodus			Diplodus puntazzo 	(Cetti, 1777)	nokkasargi		
		Diplodus			Diplodus sargus 	(Linnaeus, 1758)	isosargi		
		Diplodus			Diplodus vulgaris 	(Geoffroy Saint–Hilaire, 1817)	kaulussargi		
		Lithognathus	Swainson, 1839		Lithognathus mormyrus 	(Linnaeus, 1758)	seeprapagelli	marmoripagelli	sand steenbras
		Oblada	Cuvier, 1829		Oblada melanura 	(Linnaeus, 1758)	satulasargi		
		Pagellus	Valenciennes, 1830		Pagellus acarne 	(Risso, 1827)	täpläpagelli		
		Pagellus			Pagellus bellottii 	Steindachner, 1882	pistepagelli		
		Pagellus			Pagellus bogaraveo 	(Brünnich, 1768)	pilkkupagelli		
		Pagellus			Pagellus erythrinus 	(Linnaeus, 1758)	punapagelli		
		Pagrus	Cuvier, 1816		Pagrus auriga 	Valenciennes, 1843	punaraitapargo		
		Pagrus			Pagrus caeruleostictus 	(Valenciennes, 1830)	sinipilkkupargo		
		Pagrus			Pagrus pagrus 	(Linnaeus, 1758)	pargo		
		Rhabdosargus	Fowler, 1933		Rhabdosargus haffara 	(Forsskål, 1775)	juovasargi		
		Sarpa	Bonaparte, 1831		Sarpa salpa 	(Linnaeus, 1758)	sarpa	juovaboga	
		Sparus	Linnaeus, 1758		Sparus aurata 	Linnaeus, 1758	kultaotsasargi		Gilthead seabream
		Spicara	Rafinesque, 1810		Spicara maena 	(Linnaeus, 1758)	täpläpikarelli		blotched picarel
		Spicara			Spicara melanurus 	(Valenciennes, 1830)	täpläpyrstöpikarelli		blackspot picarel
		Spicara			Spicara smaris 	(Linnaeus, 1758)	pikarelli		
		Spondyliosoma	Cantor, 1849		Spondyliosoma cantharus 	(Linnaeus, 1758)	tummasargi		
MX.5086839	heimo 	Nemipteridae							
		Nemipterus	Swainson, 1839		Nemipterus japonicus 	(Bloch, 1791)	japaninpenta		
MX.5086840	heimo 	Sciaenidae							
		Argyrosomus	Agassiz, 1850		Argyrosomus regius 	(Asso, 1801)	kotkakala		
		Cynoscion	Gill, 1861		Cynoscion nebulosus 	(Cuvier, 1830)	pilkkuveltto		
		Pseudotolithus	Bleeker, 1863		Pseudotolithus senegalensis 	(Valenciennes, 1833)	kassavarummuttaja		
		Sciaena	Linnaeus, 1758		Sciaena umbra 	Linnaeus, 1758	rummuttaja		
		Umbrina	Cuvier, 181 6 		Umbrina canariensis 	Valenciennes, 1843	messinkirummuttaja		Canary drum
		Umbrina			Umbrina cirrosa 	(Linnaeus, 1758)	kihararummuttaja	patarummuttaja	
		Umbrina			Umbrina ronchus 	Valenciennes, 1843	tummaevärummuttaja		
MX.5086842	heimo 	Cepolidae							
		Cepola	Linnaeus, 1764		Cepola macrophthalma 	(Linnaeus, 1758)	liekkikala		
MX.5086755	heimo 	Serranidae							
		Serranus	Cuvier, 1816		Serranus atricauda 	Günther, 1874	mustapyrstösaha-ahven		
		Serranus			Serranus cabrilla 	(Linnaeus, 1758)	pastellisaha-ahven	pastellimeriahven	
		Serranus			Serranus hepatus 	(Linnaeus, 1758)	ruskosaha-ahven		
		Serranus			Serranus scriba 	(Linnaeus, 1758)	raitasaha-ahven		
MX.5086756	heimo 	Anthiadidae							
		Anthias	Bloch, 1792		Anthias anthias 	(Linnaeus, 1758)	koruahven		
MX.5086757	heimo 	Epinephelidae							
		Epinephelus	Bloch, 1793		Epinephelus aeneus 	(Geoffroy Saint–Hilaire, 1817)	valkomeriahven		
		Epinephelus			Epinephelus caninus 	(Valenciennes, 1843)	koirameriahven		
		Epinephelus			Epinephelus coioides 	(Hamilton, 1822)	oranssitäplämeriahven		
		Epinephelus			Epinephelus costae 	(Steindachner, 1878)	kultakylkimeriahven		goldblotch grouper
		Epinephelus			Epinephelus haifensis 	Ben–Tuvia, 1953	mokkameriahven		haifa grouper
		Epinephelus			Epinephelus malabaricus	(Lowe, 1834)	usvameriahven		
		Epinephelus			Epinephelus marginatus 	(Lowe, 1834)	tummameriahven		
		Epinephelus			Epinephelus tauvina 	(Forsskål, 1775)	rasvameriahven		
		Mycteroperca	Gill, 1862		Mycteroperca fusca 	(Lowe, 1838)	saarimeriahven		island grouper
		Mycteroperca			Mycteroperca rubra 	(Bloch, 1793)	viiruposkimeriahven		mottled grouper
MX.53316	heimo 	Percidae							
MX.53221		Gymnocephalus	Bloch, 1793		Gymnocephalus acerina 	(Güldenstädt, 1774)	doninkiiski		
MX.53221		Gymnocephalus			Gymnocephalus baloni 	Hol?ík & Hensel, 1974	marmorikiiski		
MX.53221		Gymnocephalus		MX.53317	Gymnocephalus cernua 	(Linnaeus, 1758)	kiiski		
MX.53221		Gymnocephalus			Gymnocephalus schraetser 	(Linnaeus, 1758)	tonavankiiski		
MX.53218		Perca	Linnaeus, 1758	MX.53219	Perca fluviatilis 	Linnaeus, 1758	ahven		
		Percarina	Nordmann, 1840		Percarina demidoffii 	Nordmann, 1840	perkarina		
		Percarina			Percarina maeotica 	Kuznetsov, 1888	asovanperkarina		Azov percarina
		Romanichthys	Dumitrescu, Banarescu & Stoica, 1957		Romanichthys valsanicola 	Dumitrescu Banarescu & Stoica, 1957	simppukiiski		
MX.206829		Sander	Oken, 1817	MX.53220	Sander lucioperca 	(Linnaeus, 1758)	kuha		
MX.206829		Sander			Sander marinus 	(Cuvier, 1828)	suistokuha		estuarine perch
MX.206829		Sander			Sander volgensis 	(Gmelin, 1789)	idänkuha		
		Zingel	Cloquet, 1817		Zingel asper 	(Linnaeus, 1758)	rhônentsingeli	hyppijätsingeli	
		Zingel			Zingel balcanicus 	(Karaman, 1937)	vardarintsingeli		
		Zingel			Zingel streber 	(Siebold, 1863)	tonavantsingeli		
		Zingel			Zingel zingel 	(Linnaeus, 1766)	tsingeli		
MX.5086763	heimo 	Labridae							
		Acantholabrus	Valenciennes, 1839		Acantholabrus palloni 	(Risso, 1810)	täpläselkähuulikala		Scale-rayed wrasse
		Bodianus	Bloch, 1790		Bodianus scrofa 	(Valenciennes, 1839)	karjuhuulikala		
		Bodianus			Bodianus speciosus 	(Bowdich, 1825)	kiilahuulikala		
		Symphodus	Rafinesque, 1810		Symphodus caeruleus 	 (Azevedo 1999)	kirjohuulikala		
		Centrolabrus	Günther, 1861		Centrolabrus exoletus 	(Linnaeus, 1758)	levähuulikala		
		Centrolabrus			Centrolabrus trutta 	(Lowe, 1834)	ruohohuulikala		Emerald wrasse
		Coris	Lacepède, 1801		Coris julis 	(Linnaeus, 1758)	korujunkkeri		
		Ctenolabrus	Valenciennes, 1839		Ctenolabrus rupestris 	(Linnaeus, 1758)	kivihuulikala		
		Labrus	Linnaeus, 1758		Labrus bergylta 	Ascanius, 1767	viherhuulikala		
		Labrus			Labrus merula 	Linnaeus, 1758	ruskohuulikala		
		Labrus			Labrus mixtus 	Linnaeus, 1758	sinihuulikala		
		Labrus			Labrus viridis 	Linnaeus, 1758	oliivihuulikala		
		Lappanella	Jordan, 1890		Lappanella fasciata 	(Cocco, 1833)	helohuulikala		
		Pteragogus	Peters, 1855		Pteragogus trispilus	Randall, 2013	kolmitäplähuulikala		
		Symphodus	Rafinesque, 1810		Symphodus bailloni 	(Valenciennes, 1839)	suomuposkihuulikala		
		Symphodus			Symphodus cinereus 	(Bonnaterre, 1788)	hietahuulikala		
		Symphodus			Symphodus doderleini 	Jordan, 1890	pähkinähuulikala		
		Symphodus			Symphodus mediterraneus 	(Linnaeus, 1758)	välimerenhuulikala		
		Symphodus			Symphodus melanocercus 	(Risso, 1810)	mustapyrstöhuulikala		
		Symphodus			Symphodus melops 	(Linnaeus, 1758)	rantahuulikala		
		Symphodus			Symphodus ocellatus 	(Forsskål, 1775)	silmähuulikala		
		Symphodus			Symphodus roissali 	(Risso, 1810)	laikkuhuulikala		
