TaxonID	TaxonRank	ScientificName	Author	SpeciesID	SpeciesScientificName	SpeciesAuthor	VernacularFI	AlternativeFI	VernacularEN
	alaheimo	Idiacanthinae					kitakalat		
		Idiacanthus	Peters, 1877		Idiacanthus fasciola 	Peters, 1877	nauhakitakala		
MX.5086521	heimo 	Ateleopodidae							
		Guentherus	Osório, 1917		Guentherus altivela 	Osório, 1917	purjenuijapää		
		Ijimaia	Gordon & d'Hondt, 1997		Ijimaia loppei 	Roule, 1922	ruostenuijapää		
MX.5086523	heimo 	Aulopidae							
		Aulopus	Cloquet, 1816		Aulopus filamentosus 	(Bloch, 1792)	kuningasauloppi		
MX.5086525	heimo 	Chlorophthalmidae							
		Chlorophthalmus	Bonaparte, 1840		Chlorophthalmus agassizi 	Bonaparte, 1840	töppövihersilmä		
MX.5086527	heimo 	Ipnopidae							
		Bathymicrops	Hjort & Koefoed, 1912		Bathymicrops regis 	Hjort & Koefoed, 1912	vyölevysilmä		
		Bathypterois	Günther, 1878		Bathypterois dubius 	Vaillant, 1888	mustavärttinäkala		
		Bathypterois			Bathypterois grallator 	(Goode & Bean, 1886)	kolmijalkakala		
		Bathypterois			Bathypterois longipes 	Günther, 1878	maskivärttinäkala		
		Bathypterois			Bathypterois phenax 	Parr, 1928	mustaevävärttinäkala		
		Bathytyphlops	Nybelin, 1957		Bathytyphlops marionae	(Norman, 1939)	lyhytevävärttinäkala		
		Bathytyphlops			Bathytyphlops sewelli 	(Norman, 1939)	syvännevärttinäkala		
MX.5086529	heimo 	Scopelarchidae							
		Benthalbella	Zugmayer, 1911		Benthalbella dentata	(Chapman, 1939)	pohjanhelmisilmä		
		Benthalbella			Benthalbella infans 	Zugmayer, 1911	juovahelmisilmä		
		Scopelarchus	Alcock, 1896		Scopelarchus analis 	(Brauer, 1902)	tummavatsahelmisilmä		
MX.5086530	heimo 	Notosudidae							
		Ahliesaurus	Bertelsen, Krefft & Marshall, 1976		Ahliesaurus berryi 	Bertelsen, Krefft & Marshall,, 1976	tropiikinliskosilmä		
		Scopelosaurus	Alcock, 1896		Scopelosaurus argenteus 	(Maul, 1954)	juovaliskosilmä	hopealiskosilmä	
		Scopelosaurus			Scopelosaurus lepidus 	(Krefft & Maul, 1955)	mustaeväliskosilmä		
		Scopelosaurus			Scopelosaurus smithii 	Bean, 1925	mustaliskosilmä		
MX.5086534	heimo 	Synodontidae							
		Saurida	Bertelsen, Krefft & Marshall, 1976		Saurida undosquamis 	(Richardson, 1848)	sahaliskokala		
		Synodus	Scopoli, 1777		Synodus saurus 	(Linnaeus, 1758)	atlantinliskokala		
		Synodus			Synodus synodus 	(Linnaeus, 1758)	timanttiliskokala		
MX.5086535	heimo 	Bathysauridae							
		Bathysaurus	Günther, 1878		Bathysaurus ferox 	Günther, 1878	syvänneliskokala		
		Bathysaurus			Bathysaurus mollis 	Günther, 1878	valkoliskokala		
MX.5086536	heimo 	Paralepididae							
		Arctozenus	Gill, 1864		Arctozenus risso	(Bonaparte, 1840)	nauhabarrakudina		
		Lestidiops	Hubbs, 1916		Lestidiops jayakari 	(Boulenger, 1889)	juovabarrakudina		
		Lestidiops			Lestidiops sphyrenoides 	(Risso, 1820)	atlantinbarrakudina		
		Macroparalepis	 Burton, 1934		Macroparalepis affinis 	Ege, 1933	mustajuovabarrakudina		
		Macroparalepis			Macroparalepis brevis 	Ege, 1933	pikkubarrakudina		
		Macroparalepis			Macroparalepis nigra 	(Maul, 1965)	mustabarrakudina		
		Magnisudis	Harry, 1953		Magnisudis atlantica 	(Krøyer, 1868)	ruskobarrakudina		
		Paralepis	Cuvier, 1816		Paralepis coregonoides 	Risso, 1820	pohjanbarrakudina		
		Paralepis			Paralepis speciosa 	Bellotti, 1878	laikkubarrakudina		
		Sudis	Rafinesque, 1810		Sudis hyalina 	Rafinesque, 1810	kalvasbarrakudina		
		Uncisudis	Maul, 1956		Uncisudis longirostra 	Maul, 1956	tummabarrakudina		
MX.5086538	heimo 	Evermannellidae							
		Evermannella	Fowler, 1901		Evermannella balbo 	(Risso, 1820)	ruskosapelileuka		
		Evermannella			Evermannella melanoderma 	Parr, 1928	atlantinsapelileuka		
		Odontostomops	Fowler, 1934		Odontostomops normalops	(Parr, 1928)	pikisapelileuka		
MX.5086540	heimo 	Alepisauridae							
		Alepisaurus	Lowe, 1833		Alepisaurus brevirostris 	Gibbs, 1960	pohjanpurjeliskokala		
		Alepisaurus			Alepisaurus ferox 	Lowe, 1833	purjeliskokala		
MX.5086542	heimo 	Neoscopelidae							
		Neoscopelus	Johnson, 1863		Neoscopelus macrolepidotus 	Johnson, 1863	pinkkivalottaja	suomuvalokala	
		Neoscopelus			Neoscopelus microchir 	Matsubara, 1943	rusovalottaja		
		Scopelengys	Alcock, 1890		Scopelengys tristis 	Alcock, 1890	ruskovalottaja		
MX.5086543	heimo 	Myctophidae							
		Benthosema	Goode & Bean, 1896		Benthosema glaciale 	(Reinhardt, 1837)	pohjanvalottaja	pohjanvalokala	
		Benthosema			Benthosema suborbitale 	(Gilbert, 1913)	merkkivalottaja		
		Bolinichthys	Paxton, 1972		Bolinichthys indicus 	(Nafpaktitis & Nafpaktitis, 1969)	silmävalottaja		
		Centrobranchus	Fowler, 1904		Centrobranchus nigroocellatus 	(Günther, 1873)	pyörökuonovalottaja		
		Ceratoscopelus	Günther, 1864		Ceratoscopelus maderensis 	(Lowe, 1839)	madeiranvalottaja		
		Ceratoscopelus			Ceratoscopelus warmingii 	(Lütken, 1892)	tummavalottaja		
		Diaphus	Eigenmann & Eigenmann, 1890		Diaphus adenomus 	Gilbert, 1905	valkolaikkuvalottaja		
		Diaphus			Diaphus bertelseni 	Nafpaktitis, 1966	pattivalottaja		
		Diaphus			Diaphus brachycephalus 	Tåning, 1928	nuijavalottaja		
		Diaphus			Diaphus dumerilii	(Bleeker, 1856)	atlantinvalottaja		
		Diaphus			Diaphus effulgens 	(Goode & Bean, 1896)	hohtovalottaja		
		Diaphus			Diaphus holti 	Tåning, 1918	välimerenvalottaja		
		Diaphus			Diaphus lucidus 	(Goode & Bean, 1896)	otsalamppuvalottaja	otsavalokala	
		Diaphus			Diaphus metopoclampus 	(Cocco, 1829)	kuonovalottaja		
		Diaphus			Diaphus mollis 	Tåning, 1928	turkoosivalottaja		
		Diaphus			Diaphus perspicillatus 	(Ogilby, 1898)	silmälasivalottaja		
		Diaphus			Diaphus rafinesquii 	(Cocco, 1838)	sinivalottaja		White-spotted lantern fish
		Diaphus			Diaphus splendidus 	(Brauer, 1904)	nystyvalottaja		
		Diaphus			Diaphus subtilis 	Nafpaktitis, 1968	loistovalottaja		
		Diaphus			Diaphus termophilus 	Tåning, 1928	tropiikinvalottaja		
		Diogenichthys	Bolin, 1939		Diogenichthys atlanticus 	(Tåning, 1928)	pitkäevävalottaja		
		Electrona	Goode & Bean, 1896		Electrona risso 	(Cocco, 1829)	isosilmävalottaja		
		Gonichthys	Gistel, 1850		Gonichthys cocco 	(Cocco, 1829)	safiirivalottaja		
		Hygophum	Bolin, 1939		Hygophum benoiti 	(Cocco, 1838)	portugalinvalottaja		
		Hygophum			Hygophum hygomii 	(Lütken, 1892)	bermudanvalottaja		
		Hygophum			Hygophum reinhardtii 	(Lütken,, 1892)	kirjovalottaja		
		Hygophum			Hygophum taaningi 	Becker, 1965	soikkotäplävalottaja		
		Lampadena	Goode & Bean, 1893		Lampadena anomala 	Parr, 1928	etelänlamppukala		
		Lampadena			Lampadena chavesi 	Collett, 1905	laikkulamppuklala		
		Lampadena			Lampadena speculigera 	Goode & Bean, 1896	peililamppukala		
		Lampadena			Lampadena urophaos 	Paxton, 1963	tyynenmerenlamppukala		
		Lampanyctus	Bonaparte, 1840		Lampanyctus alatus 	Goode & Bean, 1896	siipivalottaja		
		Lampanyctus			Lampanyctus ater 	Tåning, 1928	hämyvalottaja		
		Lampanyctus			Lampanyctus crocodilus 	(Risso, 1810)	krokotiilivalottaja	krokotiilivalokala	
		Lampanyctus			Lampanyctus cuprarius	Tåning, 1928	hentoevävalottaja		
		Lampanyctus			Lampanyctus festivus 	Tåning, 1928	juhlavalottaja		
		Lampanyctus			Lampanyctus intricarius 	Tåning, 1928	timanttivalottaja		
		Lampanyctus			Lampanyctus lineatus 	Tåning, 1928	linjavalottaja		
		Lampanyctus			Lampanyctus macdonaldi 	(Goode & Bean, 1896)	majakkavalottaja		
		Lampanyctus			Lampanyctus pusillus 	(Johnson, 1890)	nysävalottaja		
		Lepidophanes	 Fraser-Brunner, 1949		Lepidophanes gaussi 	(Brauer, 1906)	hoikkavalottaja		
		Lepidophanes			Lepidophanes guentheri 	(Goode & Bean, 1896)	tropiikinsuomuvalottaja		
		Lobianchia	Gatti, 1904		Lobianchia dofleini 	(Zugmayer, 1911)	selkävalottaja		
		Lobianchia			Lobianchia gemellarii 	(Cocco, 1838)	vatsavalottaja		
		Myctophum	Rafinesque, 1810		Myctophum nitidulum 	Garman, 1899	tilkkuvalottaja		
		Myctophum			Myctophum punctatum 	Rafinesque, 1810	pistevalottaja	pistevalokala	
		Myctophum			Myctophum selenops 	Tåning, 1928	kuusilmävalottaja		
		Notolychnus	Fraser-Brunner, 1949		Notolychnus valdiviae 	(Brauer, 1904)	lyhtypyrstövalottaja		
		Notoscopelus	Günther, 1864		Notoscopelus bolini 	Nafpaktitis, 1975	lyhtyposkivalottaja		
		Notoscopelus			Notoscopelus caudispinosus 	(Johnson, 1863)	okapyrstövalottaja		
		Notoscopelus			Notoscopelus elongatus 	(Costa, 1844)	pitkäsuomuvalottaja		
		Notoscopelus			Notoscopelus kroyeri 	(Malm, 1861)	lohkovalottaja		
		Notoscopelus			Notoscopelus resplendens 	(Richardson, 1845)	säihkevalottaja		
		Protomyctophum	Fraser-Brunner, 1949		Protomyctophum arcticum 	(Lütken, 1892)	arktiksenvalottaja		
		Symbolophorus	Bolin & Wisner, 1959		Symbolophorus veranyi 	(Moreau, 1888)	suomuvalottaja		
		Taaningichthys	Bolin, 1959		Taaningichthys bathyphilus 	(Tåning, 1928)	syvännevalottaja		
		Taaningichthys			Taaningichthys minimus 	(Tåning, 1928)	kituvalottaja		
		Taaningichthys			Taaningichthys paurolychnus 	Davy, 1972	parkkivalottaja		
MX.5086544	heimo 	Lampridae							
		Lampris	Retzius, 1799		Lampris guttatus 	(Brünnich, 1788)	kiiltolahna		
MX.5086546	heimo 	Lophotidae							
		Lophotus	Giorna, 1809		Lophotus lacepede 	Giorna, 1809	töyhtönauhakala		
MX.5086547	heimo 	Radiicephalidae							
		Radiicephalus	Osório, 1917		Radiicephalus elongatus 	Osório, 1917	liuskapyrstö		
MX.5086548	heimo 	Trachipteridae							
		Trachipterus	Goüan, 1770		Trachipterus arcticus 	(Brünnich, 1788)	viikatekala		
		Trachipterus			Trachipterus trachypterus	(Gmelin, 1789)	etelänviikatekala		
		Zu	Walters & Fitch, 1960		Zu cristatus 	(Bonelli, 1819)	pykäläviikatekala		
MX.5086549	heimo 	Regalecidae							
		Regalecus	Ascanius, 1772		Regalecus glesne 	Ascanius, 1772	airokala		
MX.5086555	heimo 	Oreosomatidae							
		Neocyttus	Gilchrist, 1906		Neocyttus helgae 	(Holt & Byrne, 1908)	tummaoreo		
MX.5086556	heimo 	Parazenidae							
		Cyttopsis	Gill, 1862		Cyttopsis rosea 	(Lowe, 1843)	rusoparaseeni		
MX.5086558	heimo 	Grammicolepididae							
		Grammicolepis	Poey, 1873		Grammicolepis brachiusculus 	Poey, 1873	piikkivespo		
MX.5086559	heimo 	Zeidae							
		Zenopsis	Gill, 1862		Zenopsis conchifer	(Lowe, 1852)	hopeapietarinkala		
		Zeus	Linnaeus, 1758		Zeus faber 	Linnaeus, 1758	pietarinkala		
MX.5086562	heimo 	Bregmacerotidae							
		Bregmaceros	Thompson, 1840		Bregmaceros atlanticus 	Goode & Bean, 1886	tumma-antenniturska		
		Bregmaceros			Bregmaceros nectabanus 	Whitley, 1941	antenniturska		
MX.5086563	heimo 	Phycidae							
		Phycis	Thompson, 1840		Phycis blennoides 	(Brünnich, 1768)	suomuhankaturska		greater forkbeard
		Phycis			Phycis phycis 	(Linnaeus, 1766)	hankaturska	luikeroturska	
		Urophycis	Thompson, 1840		Urophycis tenuis	(Mitchill, 1814)	oliivihankaturska		white hake
MX.5086564	heimo 	Gaidropsaridae							
		Ciliata	Couch, 1832		Ciliata mustela 	(Linnaeus, 1758)	viisiviiksimade		
		Ciliata			Ciliata septentrionalis 	(Collett, 1875)	kitaviiksimade		
MX.206828		Enchelyopus	Bloch and Schneider, 1801	MX.53187	Enchelyopus cimbrius 	(Linnaeus, 1766)	neliviiksimade		
		Gaidropsarus	Rafinesque, 1810		Gaidropsarus argentatus 	(Reinhardt, 1837)	jäämade		
		Gaidropsarus			Gaidropsarus biscayensis	(Collett, 1890)	välimerenmade		
		Gaidropsarus			Gaidropsarus granti 	(Regan, 1903)	korumade		
		Gaidropsarus			Gaidropsarus macrophthalmus 	(Günther, 1867)	isosilmämade		
		Gaidropsarus			Gaidropsarus mediterraneus 	(Linnaeus, 1758)	rantamade		
		Gaidropsarus			Gaidropsarus vulgaris 	(Cloquet, 1824)	kolmiviiksimade		
MX.206827	heimo 	Lotidae							
		Brosme	Oken, 1817		Brosme brosme 	(Ascanius, 1772)	keila		
MX.53185		Lota	Oken, 1817	MX.53186	Lota lota 	(Linnaeus, 1758)	made		
		Molva	Lesueur, 1819		Molva dipterygia 	(Pennant, 1784)	tylppäpyrstömolva		
		Molva			Molva macrophthalma 	(Rafinesque, 1810)	luikeromolva		
		Molva			Molva molva 	(Linnaeus, 1758)	molva		
MX.53182	heimo 	Gadidae							
		Arctogadus	Dryagin, 1932		Arctogadus borisovi 	Dryagin, 1932	siperianturska		
		Arctogadus			Arctogadus glacialis 	(Peters, 1872)	jäämerenturska		
		Boreogadus	Günther, 1862		Boreogadus saida	(Lepechin, 1774)	jäämerenseiti		
		Eleginus	Fischer, 1813		Eleginus nawaga 	(Koelreuter, 1770)	navaga		
		Gadiculus	Guichenot, 1850		Gadiculus argenteus 	Guichenot, 1850	etelänhopeaturska	hopeaturska	Southern silvery pout
		Gadiculus			Gadiculus thori	 Schmidt, 1913	pohjanhopeatuska		Northern silvery pout
MX.53183		Gadus	Linnaeus, 1758		Gadus chalcogrammus	Pallas, 1814	alaskanseiti		
MX.53183		Gadus		MX.53184	Gadus morhua 	Linnaeus, 1758	turska		
MX.53183		Gadus			Gadus ogac 	Richardson, 1836	grönlanninturska		
		Melanogrammus	Melanogrammus Gill, 1862		Melanogrammus aeglefinus	(Linnaeus, 1758)	kolja		
		Merlangius	Garsault, 1764		Merlangius merlangus 	(Linnaeus, 1758)	valkoturska		
		Micromesistius	Gill, 1863		Micromesistius poutassou 	(Risso, 1827)	mustakitaturska		
		Pollachius	Nilsson, 1832		Pollachius pollachius 	(Linnaeus, 1758)	lyyraturska		
		Pollachius			Pollachius virens 	(Linnaeus, 1758)	seiti		
		Trisopterus	Rafinesque, 1814		Trisopterus esmarkii 	(Nilsson, 1855)	harmaaturska		
		Trisopterus			Trisopterus luscus 	(Linnaeus, 1758)	partaturska		
		Trisopterus			Trisopterus minutus 	(Linnaeus, 1758)	pikkuturska		poor cod
		Trisopterus			Trisopterus capelanus	(Lacepède, 1800)	välimerenturska		capelan 
MX.5086565	heimo 	Ranicipitidae							
		Raniceps	Oken, 1817		Raniceps raninus 	(Linnaeus, 1758)	mustaturska		
MX.5086566	heimo 	Merlucciidae							
		Merluccius	Rafinesque, 1810		Merluccius merluccius 	(Linnaeus, 1758)	kummeliturska		
MX.5086569	heimo 	Melanonidae							
		Melanonus	Günther, 1878		Melanonus zugmayeri 	Norman, 1930	veitsiturska		arrowtail
MX.5086571	heimo 	Moridae							
		Antimora	Günther, 1878		Antimora rostrata 	(Günther, 1878)	sinimora		Blue hake
		Eretmophorus	Giglioli, 1889		Eretmophorus kleinenbergi 	Giglioli, 1889	airomora		
		Gadella	Lowe, 1843		Gadella maraldi 	(Risso, 1810)	sinivatsamora		
		Guttigadus	Taki, 1953		Guttigadus latifrons 	(Holt & Byrne, 1908)	tummahuulimora		
		Halargyreus	Günther, 1862		Halargyreus johnsonii 	Günther, 1862	sinipäämora		
		Laemonema	Günther, 1862		Laemonema robustum 	Johnson, 1862	vankkamora		
		Laemonema			Laemonema yarrellii 	(Lowe, 1838)	mustaevämora		
		Lepidion	Swainson, 1838		Lepidion eques 	(Günther, 1887)	hepoantennimora		
		Lepidion			Lepidion guentheri 	(Giglioli, 1880)	madeiranantennimora		
		Lepidion			Lepidion lepidion 	(Risso, 1810)	antennimora		
		Mora	Risso, 1827		Mora moro	(Risso, 1810)	mora		
		Physiculus	Kaup, 1858		Physiculus dalwigki 	Kaup, 1858	ruostemora		
		Rhynchogadus	Tortonese, 1948		Rhynchogadus hepaticus 	(Facciolà, 1884)	pystykuonomora		
		Svetovidovia	Cohen, 1973		Svetovidovia lucullus 	(Jensen, 1953)	jäämora		
MX.5086572	heimo 	Macruronidae							
		Macruronus	Günther, 1873		Macruronus maderensis 	Maul, 1951	madeiranhoki		
MX.5086573	heimo 	Lyconidae							
		Lyconus	Günther, 1887		Lyconus brachycolus 	Holt & Byrne, 1906	syvännehoki		
MX.5086576	heimo 	Macrouridae							
		Bathygadus	Günther, 1878		Bathygadus favosus 	Goode & Bean, 1886	tummapäälestikala		
		Bathygadus			Bathygadus melanobranchus 	Vaillant, 1888	mustakiduslestikala		
		Cetonurus	Günther, 1887		Cetonurus globiceps 	(Vaillant, 1884)	pallopäälestikala		
		Coelorinchus	Giorna, 1809		Coelorinchus caelorhinchus	(Risso, 1810)	kolonokkalestikala		
		Coelorinchus			Coelorinchus caudani	(Koehler, 1896)	okalestikala		
		Coelorinchus			Coelorinchus labiatus 	(Koehler, 1896)	huulilestikala		
		Coelorinchus			Coelorinchus mediterraneus 	Iwamoto & Ungaro, 2002	adrianlestikala		
		Coelorinchus			Coelorinchus occa 	(Goode & Bean, 1885)	miekkalestikala		
		Coryphaenoides	Gunnerus, 1765		Coryphaenoides armatus 	(Hector, 1875)	syvännelestikala		Abyssal grenadier
		Coryphaenoides			Coryphaenoides brevibarbis 	(Goode & Bean, 1896)	grönlanninlestikala		
		Coryphaenoides			Coryphaenoides carapinus 	Goode & Bean, 1883	kastanjalestikala		
		Coryphaenoides			Coryphaenoides guentheri 	(Vaillant, 1888)	piikkikuonolestikala		
		Coryphaenoides			Coryphaenoides leptolepis	Günther, 1877	tummahuulilestikala		
		Coryphaenoides			Coryphaenoides mediterraneus 	(Giglioli, 1893)	ruskolestikala		
		Coryphaenoides			Coryphaenoides profundicolus 	(Nybelin, 1957)	kyttyrälestikala		
		Coryphaenoides			Coryphaenoides rupestris 	Gunnerus, 1765	lestikala		
		Coryphaenoides			Coryphaenoides thelestomus 	Maul, 1951	tylppäkuonolestikala		
		Gadomus	Regan, 1903		Gadomus arcuatus 	(Goode & Bean, 1886)	kaarilestikala		
		Gadomus			Gadomus dispar 	(Vaillant, 1888)	pitkäviiksilestikala		
		Gadomus			Gadomus longifilis 	(Goode & Bean, 1885)	rihmalestikala		
		Hymenocephalus	Giglioli, 1884		Hymenocephalus gracilis 	Gilbert & Hubbs, 1920	sirolestikala		
		Hymenocephalus			Hymenocephalus italicus 	Giglioli, 1884	lasilestikala		Glasshead grenadier 
		Kumba	Marshall, 1973		Kumba dentoni 	Marshall, 1973	biskajanlestikala		
		Macrourus	Bloch, 1786		Macrourus berglax 	Lacépède, 1801	jäälestikala		Roughhead grenadier
		Malacocephalus	Günther, 1862		Malacocephalus laevis 	(Lowe, 1843)	lyhtylestikala		softhead grenadier
		Nezumia	Jordan, 1904		Nezumia aequalis 	(Günther, 1878)	atlantinlestikala		
		Nezumia			Nezumia longebarbata 	(Roule & Angel, 1933)	tummaevälestikala		
		Nezumia			Nezumia sclerorhynchus 	(Valenciennes, 1838)	purppuralestikala		
		Odontomacrurus	Norman, 1939		Odontomacrurus murrayi 	Norman, 1939	nuijalestikala		
		Paracetonurus	Marshall, 1973		Paracetonurus flagellicauda 	(Koefoed, 1927)	viirilestikala		
		Sphagemacrurus	Fowler, 1925		Sphagemacrurus hirundo 	(Collett, 1896)	suklaalestikala		
		Trachonurus	Günther, 1887		Trachonurus sulcatus 	(Goode & Bean, 1885)	sukaslestikala		Bristly grenadier
		Trachonurus			Trachonurus villosus 	(Günther, 1877)	mustalestikala		
		Trachyrincus	Giorna, 1809		Trachyrincus murrayi 	Günther, 1887	atlantinnokkalestikala		
		Trachyrincus	 		Trachyrincus scabrus 	(Rafinesque, 1810)	raspinokkalestikala		
MX.5086578	heimo 	Polymixiidae							
		Polymixia	Lowe, 1836		Polymixia nobilis 	Lowe, 1836	atlantinpartakala		
MX.5086580	heimo 	Berycidae							
		Beryx	Cuvier, 1829		Beryx decadactylus 	Cuvier, 1829	pohjanlimapää		
		Beryx			Beryx splendens 	Lowe, 1834	hohtolimapää		
MX.5086581	heimo 	Melamphaidae							
		Melamphaes	Günther, 1864		Melamphaes longivelis 	Parr, 1933	soukkasärmäpää		
		Melamphaes			Melamphaes microps 	(Günther, 1878)	pienisilmäsärmäpää		
		Poromitra	Goode & Bean, 1883		Poromitra capito 	Goode & Bean, 1883	koukkusärmäpää		
		Poromitra			Poromitra crassiceps 	(Günther, 1878)	särmäpää	töyhtöpää	
		Scopeloberyx	Zugmayer, 1911		Scopeloberyx rubriventer 	(Koefoed, 1953)	punavatsasärmäpää		
		Scopelogadus	Vaillant, 1888		Scopelogadus beanii 	(Günther, 1887)	käpysärmäpää		
MX.5086583	heimo 	Stephanoberycidae							
		Acanthochaenus	Gill, 1884		Acanthochaenus luetkenii 	Gill, 1884	ulappaokakala		
MX.5086586	heimo 	Rondeletiidae							
		Rondeletia	Goode & Bean, 1895		Rondeletia loricata 	Abe & Hotta, 1963	punasuu		
MX.5086587	heimo  	Barbourisiidae							
		Barbourisia	Parr, 1945		Barbourisia rufa 	Parr, 1945	samettikala		
MX.5086588	heimo 	Cetomimidae							
		Cetomimus	Goode & Bean, 1895		Cetomimus hempeli 	Maul, 1969	atlantinvalaanpää		
		Cetostoma	Zugmayer, 1914		Cetostoma regani 	Zugmayer, 1914	pinkkivalaanpää		
		Ditropichthys	Parr, 1934		Ditropichthys storeri 	(Goode & Bean, 1895)	kölivalaanpää		
		Eutaeniophorus	Bertelsen & Marshall, 1958		Eutaeniophorus festivus 	(Bertelsen & Marshall, 1956)	nauhapyrstö		
		Mirapinna	Bertelsen & Marshall, 1956		Mirapinna esau 	Bertelsen & Marshall, 1956	karvakala		
MX.5086591	heimo 	Trachichthyidae							
		Gephyroberyx	Boulenger, 1902		Gephyroberyx darwinii 	(Johnson, 1866)	rusoroussi		
		Hoplostethus	Cuvier, 1829		Hoplostethus atlanticus 	Collett, 1889	keltaroussi		
		Hoplostethus			Hoplostethus cadenati 	Quéro, 1974	mustaroussi		
		Hoplostethus			Hoplostethus mediterraneus 	Cuvier, 1829	välimerenroussi		
		Paratrachichthys	Waite, 1899		Paratrachichthys sajademalensis 	Kotlyar, 1979	rusoeväroussi		
MX.5086593	heimo 	Diretmidae							
		Diretmichthys	Kotlyar, 1990		Diretmichthys parini 	(Post & Quéro, 1981)	tummatalkakala		
		Diretmoides	Post & Quero, 1981		Diretmoides pauciradiatus 	(Woods, 1973)	mustatalkakala		
		Diretmus	Johnson, 1864		Diretmus argenteus 	Johnson, 1864	hopeatalkakala	hopeapää	
MX.5086594	heimo 	Anoplogastridae							
		Anoplogaster	Günther, 1859		Anoplogaster cornuta 	(Valenciennes, 1833)	naskalikala		
MX.5086596	heimo 	Holocentridae							
		Sargocentron	Fowler, 1904		Sargocentron hastatum 	(Cuvier, 1829)	pikkuhusaarikala		
		Sargocentron			Sargocentron rubrum 	(Forsskål, 1775)	rubiinihusaarikala		
MX.5086598	heimo 	Ophidiidae							
	alaheimo	Brotulotaenilinae					okanilkat		
		Brotulotaenia	Parr, 1933		Brotulotaenia brevicauda	Cohen, 1974	töpöokanilkka		
		Brotulotaenia			Brotulotaenia crassa 	Parr, 1934	siniokanilkka		
		Brotulotaenia			Brotulotaenia nigra 	Parr, 1933	tummaokanilkka		
	alaheimo	Ophidiinae					käärmenilkat		
		Ophidion	Linnaeus, 1758		Ophidion barbatum 	Linnaeus, 1758	rihmakäärmenilkka		
		Ophidion			Ophidion lozanoi 	Matallanas, 1990	espanjankäärmenilkka		
		Ophidion			Ophidion rochei 	Müller, 1845	mustasaumakäärmenilkka		
		Parophidion	Tortonese, 1954		Parophidion vassali 	(Risso, 1810)	kultakäärmenilkka		
	alaheimo	Neobythitinae							
		Barathrites	Zugmayer, 1911		Barathrites iris 	Zugmayer, 1911	nuijakäärmenilkka		
		Bassozetus	Gill, 1883		Bassozetus taenia 	(Günther, 1887)	puikkokäärmenilkka		
		Bathyonus	Goode & Bean, 1885		Bathyonus laticeps 	(Günther, 1878)	atlantinkäärmenilkka		
		Benthocometes	Goode & Bean, 1896		Benthocometes robustus 	(Goode & Bean, 1886)	vankkakäärmenilkka		
		Holcomycteronus	Garman, 1899		Holcomycteronus squamosus 	(Roule, 1916)	ruostekäärmenilkka		
		Monomitopus	 Alcock, 1890		Monomitopus metriostoma 	(Vaillant, 1888)	mustaeväkäärmenilkka		
		Penopus	Goode & Bean, 1896		Penopus microphthalmus 	(Vaillant, 1888)	nokkakäärmenilkka		
		Porogadus	Goode & Bean, 1885		Porogadus miles 	Goode & Bean, 1885	maskilouhinilkka		
		Spectrunculus	Jordan & Thompson, 1914		Spectrunculus grandis 	(Günther, 1877)	pulskakäärmenilkka		
MX.5086599	heimo 	Carapidae							
		Carapus	Rafinesque, 1810		Carapus acus 	(Brünnich, 1768)	neulakala		
		Echiodon	Thompson, 1837		Echiodon dentatus 	(Cuvier, 1829)	hammasneulakala		
		Echiodon			Echiodon drummondii	Thompson, 1837	isoneulakala		
MX.5086601	heimo 	Bythitidae							
	alaheimo	Aphyoninae					toukkabrotulat		
		Aphyonus	Günther, 1878		Aphyonus gelatinosus 	Günther, 1878	hyytelöbrotula		
		Barathronus	Goode & Bean, 1886		Barathronus parfaiti 	(Vaillant, 1888)	kuultotoukkabrotula		
		Barathronus			Barathronus unicolor 	Nielsen, 1984	atlantintoukkabrotula		
		Sciadonus	Garman, 1899		Sciadonus cryptophthalmus 	(Zugmayer, 1911)	pippuritoukkabrotula		
		Sciadonus			Sciadonus galatheae 	(Nielsen, 1969)	puikkotoukkabrotula		
	alaheimo	Bythitinae							
		Bellottia	Giglioli, 1883		Bellottia apoda 	Giglioli, 1883	piikkikidusbrotula		
		Bythites	Reinhardt, 1835		Bythites islandicus 	Nielsen & Cohen, 1973	islanninbrotula		
		Cataetyx	Günther, 1887		Cataetyx alleni 	(Byrne, 1906)	ruskobrotula		
		Cataetyx			Cataetyx laticeps 	Koefoed, 1927	lattapääbrotula		
		Grammonus	Gill, 1896		Grammonus ater 	(Risso, 1810)	nystykuonobrotula		
		Leucobrotula	Koefoed, 1952		Leucobrotula adipata 	Koefoed, 1952	valkobrotula		
		Melodichthys	Nielsen & Cohen, 1986		Melodichthys hadrocephalus 	Nielsen & Cohen, 1986	pulskabrotula		
		Parabrotula	Zugmayer, 1911		Parabrotula plagiophthalma 	Zugmayer, 1911	liskobrotula	valebrotula	
		Thalassobathia	Cohen, 1963		Thalassobathia pelagica 	Cohen, 1963	meduusabrotula		
MX.5086603	heimo 	Batrachoididae							
		Halobatrachus	Ogilby, 1908		Halobatrachus didactylus 	(Bloch & Schneider, 1801)	piikkikonnakala		
MX.5086606	heimo 	Centrolophidae							
		Centrolophus	Lacepède, 1802		Centrolophus niger 	(Gmelin, 1789)	mustameduusakala		
